iteration,value
1,0.17363770886157
2,0.12045388368410177
3,0.1773255088098929
4,0.17991013280518442
5,0.1697660576491394
6,0.17798997041443756
7,0.164771236523465
8,0.1469699124735391
9,0.17166956025652338
10,0.18301851088820661
