iteration,value
1,0.09852245236044523
2,0.10454678203227559
3,0.10398015448949523
4,0.0956126092390878
5,0.10049708444047944
6,0.10113368184280999
7,0.11232978978780975
8,0.11589996791322989
9,0.11073373475102724
10,0.09028869422000693
