iteration,value
1,0.1263340487370581
2,0.12019184340700943
3,0.1224639519802557
4,0.13497950929955724
5,0.12516446783594595
6,0.12460678835633285
7,0.135905159231573
8,0.11838977490925696
9,0.12128406649248345
10,0.15461271287259837
